molecule_name,conformation_name,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,class
54,2396,3,9,5,3,2,9,4,10,5,11,7,6,5,11,7,3,8,6,4,8,12,11,16,11,4,4,3,5,10,8,6,11,18,7,9,2,0,2,8,21,14,9,4,13,9,5,3,8,5,12,2,14,6,5,3,11,5,4,12,8,5,4,4,11,1,3,0,0,1,8,9,5,5,12,7,4,13,7,7,12,1,11,0,4,10,4,4,3,13,10,11,4,13,7,4,9,1,15,4,5,12,1,9,10,2,9,7,23,6,5,8,17,21,0,8,2,12,4,4,5,12,3,7,8,11,1,5,5,10,0,1,1,4,7,6,2,4,5,6,0,0,0,8,3,4,7,16,0,0,5,7,1,1,5,9,4,4,8,10,8,10,2,3,2,3,4,0
89,5275,3,3,11,3,8,9,15,8,7,13,15,6,5,10,4,0,16,8,4,5,10,6,10,11,4,12,14,4,10,9,6,11,18,13,6,2,2,5,8,17,10,9,4,4,6,0,16,8,7,4,3,16,9,5,3,15,18,0,12,14,11,4,4,11,1,5,7,11,3,8,8,5,8,6,7,5,15,3,7,12,7,11,5,4,7,21,9,12,10,5,11,4,13,3,4,9,1,9,20,12,7,1,11,4,2,3,9,14,2,2,8,10,18,3,8,6,9,8,9,17,12,3,7,8,13,1,5,12,10,2,1,1,7,7,6,9,11,6,7,3,2,9,14,10,2,3,3,14,13,12,7,1,1,5,9,4,1,12,10,5,10,2,3,2,3,8,0
90,5774,6,1,1,3,4,16,7,10,1,10,0,6,5,7,7,4,1,8,4,3,11,3,4,13,8,5,5,11,10,7,3,4,3,22,17,1,10,1,0,8,3,12,3,14,9,5,3,8,5,6,3,9,5,4,5,10,8,4,12,12,8,6,11,14,17,2,5,4,1,8,0,0,11,6,7,16,1,6,7,9,5,4,5,18,13,7,9,7,11,9,7,4,15,7,5,2,11,8,2,1,1,2,8,10,2,8,3,12,2,5,11,4,12,4,5,13,1,5,12,10,13,5,6,15,3,7,6,24,10,1,4,1,4,7,6,2,2,1,4,2,2,2,9,8,4,2,15,17,6,5,2,14,2,0,0,0,16,12,19,0,7,3,3,10,5,1,0
83,4253,2,11,10,8,8,0,9,10,6,8,6,6,5,7,8,7,7,8,4,3,0,5,7,11,1,5,0,9,13,8,8,15,12,0,17,12,9,1,0,0,17,12,4,18,9,5,6,6,5,10,3,12,7,4,0,10,13,9,0,9,8,6,10,11,13,6,5,11,3,9,15,0,0,6,4,17,8,7,14,9,5,10,5,0,0,7,9,13,16,8,11,4,16,7,20,10,4,13,21,15,22,0,9,5,9,9,8,6,2,5,8,7,2,5,4,11,12,9,10,0,10,0,0,19,23,14,5,10,3,11,4,19,7,7,6,7,7,7,4,3,2,0,9,9,4,3,16,12,10,0,15,14,3,2,20,12,13,8,10,0,10,14,11,18,14,23,0
59,3169,3,3,11,17,2,17,16,13,2,11,5,6,5,2,4,7,2,7,4,3,6,13,10,11,4,9,14,19,10,8,6,7,20,13,15,4,11,5,8,17,10,8,4,3,5,5,0,8,3,11,3,5,9,4,10,12,18,13,15,8,11,4,12,11,14,5,2,11,7,5,9,8,12,1,4,4,13,2,7,12,7,13,5,25,10,21,9,13,17,8,11,4,13,3,9,9,11,15,4,12,7,7,4,0,0,9,7,2,2,1,6,10,18,12,6,13,12,15,9,11,12,8,14,15,13,8,5,12,10,16,5,7,7,7,2,13,10,7,7,3,2,9,15,10,4,3,15,12,8,12,16,17,4,6,15,11,9,8,10,3,10,9,8,10,13,22,0
46,974,0,4,10,14,8,9,13,20,8,13,13,10,10,9,18,20,11,15,8,14,10,13,9,10,10,6,11,22,17,14,0,5,12,21,15,2,15,4,5,10,5,19,10,21,24,15,10,12,8,14,3,11,9,19,5,7,16,11,16,12,11,2,11,26,14,0,5,16,6,8,6,13,17,17,8,17,10,18,18,19,7,13,5,18,23,15,12,10,22,16,4,2,13,3,24,5,11,9,17,12,10,3,16,6,15,22,6,12,9,9,16,6,17,11,9,21,22,12,11,7,14,5,11,10,6,11,9,21,4,17,4,14,4,16,7,13,10,6,2,2,2,5,8,7,0,12,16,12,8,12,8,15,5,8,5,0,10,12,21,17,5,7,5,7,14,23,0
50,1475,3,12,14,17,8,17,16,10,17,5,11,6,1,2,0,7,19,10,4,3,10,13,20,11,4,15,14,14,10,8,8,7,20,13,15,4,13,9,8,17,13,8,3,3,5,5,21,8,7,6,3,16,8,5,7,12,18,15,15,8,11,5,12,11,14,3,3,7,9,9,9,8,2,1,0,17,13,2,7,12,9,13,5,25,10,21,12,13,17,8,11,4,13,7,9,9,11,16,11,12,19,11,0,1,0,9,6,2,0,1,10,25,23,17,8,11,12,15,19,22,7,9,10,15,17,11,5,16,10,13,5,7,7,7,2,14,21,6,8,3,2,9,15,12,4,7,15,12,8,18,16,17,4,6,10,11,13,8,10,17,10,12,8,10,13,16,0
54,2515,3,7,2,13,8,0,1,10,6,9,0,6,1,7,8,2,12,8,4,5,3,7,7,5,2,5,6,11,13,6,8,7,10,15,10,3,6,5,3,3,4,9,5,13,6,0,12,6,3,10,3,4,4,5,5,4,2,10,9,10,7,6,8,6,13,4,5,1,5,0,4,11,15,6,4,16,8,7,4,4,5,1,2,20,6,7,1,14,16,7,11,4,12,0,2,3,6,1,6,5,8,1,4,4,4,9,8,6,3,5,11,7,7,5,1,12,3,9,1,16,4,3,4,7,10,8,3,8,7,11,5,4,5,7,6,2,1,6,4,1,1,1,1,2,4,2,15,2,1,1,5,14,2,2,9,7,9,0,14,2,10,2,11,9,11,11,0
81,4113,2,10,7,3,8,9,16,15,2,10,13,1,5,1,10,20,16,13,1,7,10,8,10,6,0,2,6,14,6,3,0,10,10,16,1,0,9,5,5,11,10,2,3,11,10,2,16,8,4,1,3,11,9,8,9,13,9,13,12,4,0,6,11,6,13,9,5,11,6,5,5,7,6,11,5,17,13,5,1,1,7,13,0,20,1,10,9,9,5,6,0,0,1,6,4,0,9,9,8,12,7,0,10,7,6,12,8,8,9,4,12,10,17,10,2,1,11,7,9,11,5,2,6,4,6,1,2,19,8,11,5,8,7,11,7,9,10,6,7,3,2,7,6,5,4,3,14,12,8,12,4,8,2,12,10,18,10,12,2,4,7,4,0,3,2,0,0
86,4351,9,1,0,13,1,12,10,10,6,10,14,6,5,7,9,7,0,8,4,3,2,10,0,14,3,5,3,5,10,14,6,7,3,17,1,5,11,1,6,2,17,12,4,13,9,5,0,6,5,10,3,12,5,4,5,12,10,4,21,12,8,6,3,9,12,9,5,4,3,8,7,0,11,6,7,17,11,4,7,9,4,12,5,15,11,11,9,9,16,9,7,4,16,5,3,0,11,14,0,4,5,11,8,5,8,9,8,6,2,5,11,7,7,8,12,13,21,9,3,21,13,5,12,15,2,10,7,19,1,11,5,7,5,7,6,3,2,0,4,3,2,10,9,8,4,8,15,7,10,2,0,14,3,1,0,10,13,8,12,0,10,0,1,1,3,0,0
90,5679,1,1,2,3,8,9,9,10,7,8,4,6,5,7,13,7,26,8,4,3,17,1,11,0,8,5,14,2,10,15,0,2,4,16,17,4,13,5,14,17,0,9,6,16,8,5,15,12,5,6,2,6,5,4,5,13,3,2,15,12,9,6,11,17,13,6,5,0,10,1,0,1,8,6,7,17,4,7,7,9,7,10,5,14,13,7,2,13,10,9,0,1,6,7,11,4,14,6,3,1,1,0,8,5,2,9,8,7,2,5,11,19,22,2,5,12,1,2,1,14,13,5,11,10,6,1,7,13,10,12,4,5,6,15,3,1,10,4,4,3,2,9,0,0,4,1,15,8,2,3,0,14,2,3,22,3,7,12,6,22,5,3,6,5,14,6,0
54,2718,3,9,9,3,7,9,4,13,10,5,16,0,5,7,8,4,8,0,4,5,1,11,16,11,4,5,5,5,10,8,6,11,18,13,9,2,0,5,8,2,14,9,8,13,8,5,13,17,5,5,0,3,11,4,3,12,5,1,12,8,5,4,4,11,1,3,1,7,1,6,12,5,8,8,3,4,5,7,7,12,1,11,0,4,10,9,4,14,13,5,11,4,13,7,18,9,1,2,11,2,6,1,2,10,4,9,7,7,3,2,6,0,5,3,8,11,12,4,4,13,7,3,7,8,11,1,5,5,10,0,1,1,0,0,0,9,11,6,6,6,6,3,18,3,4,7,16,5,3,2,7,1,1,5,9,4,4,8,10,8,10,2,3,2,3,0,0
56,2901,2,5,14,7,0,9,16,13,2,11,15,6,5,11,8,3,19,6,4,9,10,15,10,11,4,15,14,14,10,8,7,7,10,13,6,1,0,5,12,17,10,23,4,13,13,5,13,8,7,11,3,16,9,4,3,12,18,13,12,8,5,4,7,11,6,15,0,11,3,9,9,13,12,6,7,13,15,7,7,12,7,13,5,4,10,21,0,13,22,2,11,4,13,7,2,1,5,15,11,12,13,12,9,10,8,9,8,14,6,5,11,8,5,12,13,6,9,15,9,14,12,3,10,3,14,1,5,12,10,2,4,1,5,18,11,9,11,7,7,3,2,9,15,10,4,3,10,12,8,12,7,1,1,6,0,5,4,12,10,19,10,0,9,10,15,1,0
81,4034,0,9,5,13,8,9,8,6,8,10,0,4,5,9,10,10,14,6,8,1,6,13,5,6,0,6,14,6,6,3,0,17,3,16,1,7,9,4,5,13,10,2,3,15,19,5,10,1,8,1,3,11,9,10,5,7,20,7,12,4,9,6,0,12,13,16,5,10,6,8,8,5,4,10,5,18,10,1,8,15,7,13,5,19,5,20,7,10,5,14,0,2,1,6,2,8,7,9,4,12,12,3,10,3,15,4,6,12,1,6,9,6,1,11,2,1,7,12,11,6,5,15,12,0,6,0,2,19,2,11,5,21,7,3,7,10,10,6,2,2,2,5,8,7,4,3,13,6,8,12,0,8,2,5,9,6,16,12,2,15,7,3,9,5,2,0,0
90,5489,3,2,2,11,8,9,6,10,7,8,9,6,5,7,7,3,1,8,4,3,10,1,1,15,2,5,5,5,10,5,6,7,12,6,10,3,15,4,9,19,0,3,7,13,13,5,18,12,5,6,3,6,7,4,5,4,3,2,15,7,1,6,2,2,9,1,5,1,8,1,0,18,8,6,7,8,4,7,7,9,7,10,5,7,6,7,0,7,11,1,2,4,12,3,3,1,11,4,0,2,2,1,8,5,2,11,6,3,2,5,6,18,6,7,5,8,21,10,10,5,2,5,6,1,2,1,3,7,9,14,5,7,6,7,3,1,10,2,4,3,2,14,1,1,4,3,9,2,1,3,1,14,2,1,1,0,4,12,16,14,10,10,5,16,4,1,0
5,1061,6,13,10,21,9,9,22,6,18,13,24,9,11,16,18,24,22,6,8,14,16,15,24,17,10,18,11,18,6,15,8,23,21,15,15,15,3,11,8,20,10,23,4,11,11,19,21,19,8,17,8,24,9,19,5,16,12,8,12,16,9,6,7,17,14,6,8,21,6,8,6,13,24,10,14,5,12,12,8,19,7,13,5,18,23,20,7,15,13,16,18,9,13,13,20,23,15,9,17,12,12,9,16,17,15,4,9,12,9,9,16,25,24,21,9,21,25,12,16,6,17,5,11,22,14,9,7,21,10,17,4,18,7,22,7,19,10,6,7,3,2,12,8,10,8,12,14,14,8,12,16,15,5,8,18,16,20,17,22,25,10,19,19,18,14,23,1
40,490,0,9,5,13,8,9,8,2,8,10,0,4,5,9,18,15,14,6,8,4,6,13,5,10,7,6,11,8,5,3,6,7,3,16,15,0,9,4,5,10,10,10,3,2,2,5,10,12,8,1,3,11,9,10,5,7,12,7,12,4,8,5,0,15,2,0,5,10,6,8,8,7,4,10,9,12,10,0,8,15,7,13,5,19,4,15,7,16,5,3,11,0,16,6,0,8,7,9,4,12,6,3,10,3,15,0,6,7,1,6,0,6,1,11,2,1,7,12,16,6,5,2,6,2,5,13,2,19,2,1,0,1,1,3,7,10,10,6,2,2,2,5,8,7,4,3,10,6,8,12,8,2,3,5,6,11,16,12,18,4,3,0,3,1,0,0,0
81,3873,5,9,5,13,0,9,8,2,8,10,0,4,5,9,10,10,4,6,5,1,6,13,9,10,11,6,11,6,16,3,6,16,8,16,3,3,3,4,5,10,10,2,3,1,2,5,10,1,8,1,3,11,9,10,5,7,12,8,12,4,8,5,7,15,5,6,0,10,8,8,8,5,10,3,5,17,10,0,8,19,7,13,5,19,5,15,7,10,5,14,11,0,15,6,10,1,14,9,4,12,6,2,10,3,15,4,6,12,1,6,9,6,1,11,2,1,7,12,11,6,5,15,12,10,2,9,2,19,2,15,1,0,1,1,7,10,10,6,2,2,2,5,8,7,4,3,14,6,8,12,4,2,2,5,9,11,16,12,5,4,7,6,0,3,0,0,0
89,5151,2,7,7,1,8,9,16,13,3,11,5,6,5,2,4,7,8,1,4,3,6,11,10,11,1,9,14,19,1,9,5,10,21,13,15,4,6,0,5,17,10,7,4,3,5,5,16,8,3,11,3,14,9,4,0,12,18,13,1,8,5,1,3,11,11,8,5,11,6,5,9,13,12,1,1,17,5,2,7,12,7,11,5,18,10,21,9,13,6,2,9,3,13,3,8,14,6,2,4,12,7,5,4,0,0,9,6,14,2,1,11,8,5,3,6,13,0,15,9,11,7,5,11,10,7,10,5,12,10,4,4,12,7,7,0,15,4,7,7,3,2,7,8,3,4,7,13,12,8,12,8,13,1,8,12,10,12,8,10,8,7,5,2,7,4,6,0
59,3309,3,10,16,11,8,9,9,10,1,10,6,6,5,7,7,20,13,8,4,5,12,1,16,0,8,5,16,9,10,7,1,8,9,16,11,5,7,8,11,15,15,12,4,16,13,5,12,16,3,10,5,6,10,5,5,4,13,16,15,12,4,6,5,17,9,6,5,11,10,8,7,11,8,6,4,14,8,8,7,2,7,1,4,3,11,5,9,9,19,9,9,7,10,7,17,14,11,13,14,15,20,9,2,5,4,9,8,6,2,5,8,20,18,17,12,12,1,5,10,18,13,5,11,18,12,12,5,14,10,7,4,15,6,15,6,17,12,7,9,6,6,10,12,8,4,1,11,12,10,15,13,14,3,8,12,12,3,8,12,14,15,5,15,13,6,17,0
54,2091,1,11,1,13,9,0,1,10,9,15,5,6,5,7,8,2,3,17,4,5,11,0,7,11,2,5,3,15,0,2,1,2,9,15,11,5,5,5,9,17,6,12,3,13,8,8,23,6,7,10,3,9,2,5,2,0,3,4,1,12,8,6,5,0,5,6,0,1,2,1,10,11,7,6,7,0,1,7,7,12,5,1,5,15,11,7,4,14,3,1,3,1,8,4,8,8,1,1,19,7,9,9,8,10,4,9,8,6,3,13,8,7,3,8,4,11,15,5,7,18,4,4,3,6,1,1,14,13,7,1,4,11,5,7,6,0,10,2,4,1,2,7,4,1,4,7,12,4,10,14,4,7,2,8,18,12,2,0,3,2,7,1,12,13,6,10,0
14,3038,3,11,13,13,8,9,7,10,1,19,12,6,5,2,4,3,12,11,4,5,11,3,7,15,8,5,16,11,13,15,6,11,10,16,10,11,7,8,9,15,17,9,4,3,5,5,18,5,3,10,2,2,4,4,5,4,13,17,15,12,8,10,8,9,9,7,5,11,8,8,11,15,8,18,4,10,7,2,7,9,5,8,5,18,11,12,9,9,11,9,18,4,12,5,11,9,11,14,14,15,15,7,9,10,1,11,8,6,2,1,4,11,16,8,5,12,8,10,12,18,13,5,11,14,13,11,7,13,10,14,7,16,6,5,1,15,12,6,4,3,2,10,13,8,4,8,9,18,10,10,13,14,2,8,9,18,9,12,12,14,10,8,11,9,11,11,1
54,2067,1,1,2,13,8,4,12,10,6,9,5,6,0,7,1,15,17,7,4,5,11,5,7,11,2,5,14,17,2,15,2,1,17,1,7,4,3,1,3,9,3,3,0,13,8,7,5,6,7,18,3,12,2,5,2,9,3,2,7,13,8,6,5,2,5,6,3,9,10,1,2,1,0,6,7,9,11,7,7,12,5,10,5,13,11,7,2,9,7,9,0,1,6,0,9,7,1,13,5,0,1,0,11,4,8,14,2,6,7,2,8,7,3,8,4,11,6,5,1,14,4,4,3,10,6,1,3,3,0,1,4,5,5,7,6,7,3,7,4,1,2,2,0,8,4,7,7,1,2,3,1,7,2,3,0,3,14,7,0,8,1,1,8,5,14,6,0
59,3411,3,10,16,13,8,4,9,10,9,4,15,6,5,7,7,6,13,8,4,5,11,3,7,14,8,5,16,9,0,2,10,8,9,0,3,5,16,8,11,15,15,12,4,13,8,4,14,6,5,10,3,9,7,4,2,3,15,16,8,12,8,6,5,13,2,6,7,11,10,8,7,11,11,7,4,5,6,3,7,9,5,10,5,20,11,7,9,13,1,9,9,7,8,13,17,14,11,13,14,14,20,9,9,5,10,3,6,6,2,5,8,7,12,8,9,8,21,9,7,18,18,4,3,18,12,12,7,19,10,1,4,15,5,7,6,17,17,7,4,3,2,10,12,8,4,8,12,12,10,15,13,2,0,8,12,12,1,12,16,14,15,5,12,13,6,17,0
50,1451,3,10,16,13,8,9,5,0,6,8,2,0,5,7,8,18,17,14,15,8,4,7,7,12,8,5,16,13,13,15,1,8,9,16,11,8,13,8,13,15,15,12,3,13,17,5,11,6,3,6,8,9,7,14,5,4,7,11,15,12,8,6,11,17,13,6,3,11,10,8,10,15,11,6,7,9,11,7,0,14,4,10,3,20,21,7,9,12,16,9,9,7,7,7,14,8,14,13,19,9,16,9,8,5,4,9,8,6,0,5,2,3,7,5,4,8,13,1,7,0,13,3,11,18,12,12,7,13,10,7,9,12,5,7,6,17,12,7,4,3,5,10,9,8,0,6,0,12,10,15,13,14,3,8,12,12,7,12,16,14,15,5,19,13,12,12,0
26,4187,6,7,11,17,8,9,15,23,15,13,17,6,10,8,18,8,16,13,9,14,10,13,10,17,10,15,14,4,17,14,6,11,10,21,15,7,12,5,7,17,10,10,15,21,10,10,16,8,4,17,3,11,9,19,5,12,18,11,13,12,9,12,10,26,14,17,5,11,13,8,8,17,17,11,17,18,13,5,16,19,7,11,7,18,23,21,9,4,22,16,11,18,13,5,20,11,11,9,10,12,7,13,16,13,6,15,8,14,14,12,12,8,17,10,9,21,22,8,19,9,16,5,11,22,17,25,14,21,18,15,12,22,7,11,7,9,10,6,7,2,2,9,19,15,2,4,6,11,10,12,16,15,5,10,9,4,5,15,21,15,20,13,5,18,11,23,1
54,2042,3,9,5,5,8,4,3,1,12,0,3,6,11,7,8,7,26,6,4,5,11,2,10,11,1,4,14,0,4,8,6,11,10,4,4,2,6,2,8,16,10,3,15,13,9,5,11,6,5,3,3,14,6,4,5,0,14,8,2,0,5,4,8,1,0,3,3,0,1,8,5,8,11,6,12,17,0,4,4,5,0,0,5,5,10,13,12,8,4,7,11,4,13,7,9,9,0,15,17,3,19,7,8,5,4,9,8,11,8,5,6,19,5,16,8,11,12,15,20,16,3,5,6,8,5,12,0,0,0,6,5,7,5,7,6,2,4,14,6,6,2,0,5,3,8,3,6,12,8,12,8,0,1,6,1,11,18,8,10,3,10,8,8,10,3,8,0
5,1258,3,15,18,6,8,14,21,23,22,3,17,20,9,9,18,17,23,13,17,8,17,11,10,11,8,19,15,23,10,14,6,11,18,15,14,11,11,5,14,21,17,9,8,21,24,14,17,17,15,6,3,14,11,8,8,12,21,13,15,12,8,13,16,26,13,14,7,10,8,8,17,20,17,17,14,16,17,18,18,15,16,11,5,26,23,10,18,15,11,16,13,4,12,7,9,9,14,15,23,20,22,11,16,14,24,24,8,22,14,18,9,20,21,9,12,21,21,23,20,25,16,5,11,14,17,15,16,21,5,11,14,16,7,20,14,17,21,14,7,9,2,14,11,10,8,8,15,17,13,17,17,14,6,8,9,21,10,2,16,8,10,19,23,19,14,14,1
